31828226	20191216
31828225	20191216
31828224	20191216
31080892	20191215
31701091	20191213
31824989	20191213
31824670	20191213
31824666	20191213
31819925	20191212
31819800	20191212
31815249	20191211
31633057	20191211
31815189	20191211
31143842	20191211
31814965	20191211
31814964	20191211
31803847	20191211
31448343	20191211
31544155	20191211
31069260	20191211
31069259	20191211
31069258	20191211
31069069	20191211
31069068	20191211
31069053	20191211
31069049	20191211
31069048	20191211
31069047	20191211
30740535	20191211
31448104	20191210
30828444	20191210
31143439	20191210
30828421	20191210
30815249	20191210
29770212	20191210
30271584	20191210
30026932	20191210
29568493	20191210
31807285	20191209
31807284	20191209
31281640	20191209
31641698	20191209
31031972	20191207
30647904	20191207
31354948	20191205
31728413	20191204
31781368	20191202
31723419	20191128
31641696	20191128
31031969	20191128
31031967	20191128
31031963	20191128
31754635	20191126
31754422	20191126
31001410	20191126
30271590	20191126
30473778	20191126
30800287	20191126
30271589	20191126
30728950	20191126
30728949	20191126
30631441	20191126
30631440	20191126
30613392	20191126
30581553	20191126
30542618	20191126
30519458	20191126
31723411	20191122
31723409	20191122
31016011	20191122
31016010	20191122
30984370	20191122
31016009	20191122
31544154	20191121
31737256	20191121
31737255	20191121
31080894	20191120
31143443	20191120
31143442	20191120
31131332	20191120
31020048	20191120
31131093	20191120
31131094	20191120
31131370	20191120
31105935	20191120
31131095	20191120
29399321	20191120
30828645	20191120
30842980	20191120
30906879	20191120
30863538	20191120
30828441	20191120
30613398	20191120
30997030	20191120
31001419	20191120
31001414	20191120
31001412	20191120
30828443	20191120
30863537	20191120
30483602	20191120
30498791	20191120
30984384	20191120
30984371	20191120
30984386	20191120
30984382	20191120
30984380	20191120
30774930	20191120
30687793	20191120
30854471	20191120
30542663	20191120
30918628	20191120
30918626	20191120
30906526	20191120
30906881	20191120
30906536	20191120
30828426	20191120
30881689	20191120
30809592	20191120
30854470	20191120
30854189	20191120
30542665	20191120
30687790	20191120
30815537	20191120
30815253	20191120
30815252	20191120
30809591	20191120
30728952	20191120
30756094	20191120
30755795	20191120
30774929	20191120
30756091	20191120
30756089	20191120
30740534	20191120
30662958	20191120
30631443	20191120
30706056	20191120
30706055	20191120
30706054	20191120
30706053	20191120
30687789	20191120
30687497	20191120
30687796	20191120
30662959	20191120
30167467	20191120
30647910	20191120
30613397	20191120
30542620	20191120
30519459	20191120
28413617	20191120
27441086	20191120
30542660	20191120
30542664	20191120
30175244	20191120
30450201	20191120
30607369	20191120
30607368	20191120
30607371	20191120
30607370	20191120
30581554	20191120
30345378	20191120
30596205	20191120
30569022	20191120
30569021	20191120
30569019	20191120
30569038	20191120
30569037	20191120
30569036	20191120
30569033	20191120
30542666	20191120
30123849	20191120
30542662	20191120
30542661	20191120
30542610	20191120
30345388	20191120
30483601	20191120
